name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
AleksandrPanzhinsky,31.0,Finland,2010,2010-02-28,Cross Country Skiing,0,0,1,1
ysteinPettersen,32.0,Czech Republic,2010,2010-02-28,Cross Country Skiing,0,0,1,1
AlekseyPetukhov,30.0,Slovenia,2010,2010-02-28,Cross Country Skiing,0,0,1,1
PietroPillerCottrer,23.0,Russia,2010,2010-02-28,Cross Country Skiing,0,0,1,1
DanielRichardsson,28.0,Finland,2010,2010-02-28,Cross Country Skiing,0,0,1,1
VibekeSkofterud,20.0,Russia,2010,2010-02-28,Cross Country Skiing,0,1,0,1
KristinamigunVhi,27.0,Norway,2010,2010-02-28,Cross Country Skiing,1,0,0,1
AndersSdergren,26.0,Russia,2010,2010-02-28,Cross Country Skiing,0,0,1,1
KristinStrmerSteira,35.0,Italy,2010,2010-02-28,Cross Country Skiing,0,1,0,1
MartinJohnsrudSundby,27.0,Sweden,2010,2010-02-28,Cross Country Skiing,1,0,0,1
TimTscharnke,29.0,Norway,2010,2010-02-28,Cross Country Skiing,1,0,0,1
KatrinZeller,32.0,Estonia,2010,2010-02-28,Cross Country Skiing,0,1,0,1
IvanAlypov,32.0,Sweden,2010,2010-02-28,Cross Country Skiing,1,0,0,1
LinaAndersson,28.0,Norway,2010,2010-02-28,Cross Country Skiing,1,0,0,1
NataliyaBaranova,25.0,Norway,2010,2010-02-28,Cross Country Skiing,0,1,0,1
LukBauer,20.0,Germany,2010,2010-02-28,Cross Country Skiing,0,1,0,1
ViolaBauer,30.0,Germany,2010,2010-02-28,Cross Country Skiing,0,1,0,1
MaritBjrgen,23.0,Russia,2006,2006-02-26,Cross Country Skiing,0,0,1,1
StefanieBhler,24.0,Sweden,2006,2006-02-26,Cross Country Skiing,1,0,0,1
MikhailBotvinov,30.0,Russia,2006,2006-02-26,Cross Country Skiing,1,0,0,1
AntonellaConfortolaWyatt,28.0,Czech Republic,2006,2006-02-26,Cross Country Skiing,0,1,0,1
ChandraCrawford,29.0,Germany,2006,2006-02-26,Cross Country Skiing,0,1,0,1
AnnaDahlbergOlsson,25.0,Norway,2006,2006-02-26,Cross Country Skiing,0,1,0,1
RoddyDarragon,24.0,Germany,2006,2006-02-26,Cross Country Skiing,0,1,0,1
FrodeEstil,38.0,Austria,2006,2006-02-26,Cross Country Skiing,0,0,1,1
JensFilbrich,30.0,Italy,2006,2006-02-26,Cross Country Skiing,0,0,1,1
AriannaFollis,22.0,Canada,2006,2006-02-26,Cross Country Skiing,1,0,0,1
MathiasFredriksson,29.0,Sweden,2006,2006-02-26,Cross Country Skiing,1,0,0,1
TorArneHetland,22.0,France,2006,2006-02-26,Cross Country Skiing,0,1,0,1
JustynaKowalczyk,33.0,Norway,2006,2006-02-26,Cross Country Skiing,0,1,0,1
VirpiKuitunen,26.0,Germany,2006,2006-02-26,Cross Country Skiing,0,1,0,1
LarisaKurkina,28.0,Italy,2006,2006-02-26,Cross Country Skiing,0,0,1,1
MatsLarsson,33.0,Sweden,2006,2006-02-26,Cross Country Skiing,0,0,1,1
JohanOlsson,32.0,Norway,2006,2006-02-26,Cross Country Skiing,0,1,0,1
GabriellaParuzzi,23.0,Poland,2006,2006-02-26,Cross Country Skiing,0,0,1,1
HildeGjermundshaugPedersen,29.0,Finland,2006,2006-02-26,Cross Country Skiing,0,0,1,1
SaraRenner,32.0,Russia,2006,2006-02-26,Cross Country Skiing,1,0,0,1
VasilyRochev,25.0,Sweden,2006,2006-02-26,Cross Country Skiing,0,0,1,1
AinoKaisaSaarinen,25.0,Sweden,2006,2006-02-26,Cross Country Skiing,0,0,1,1
EviSachenbacherStehle,36.0,Italy,2006,2006-02-26,Cross Country Skiing,0,0,1,1
AndreasSchltter,41.0,Norway,2006,2006-02-26,Cross Country Skiing,0,0,1,1
BeckieScott,29.0,Canada,2006,2006-02-26,Cross Country Skiing,0,1,0,1
AlyonaSidko,25.0,Russia,2006,2006-02-26,Cross Country Skiing,0,0,1,1
AndersSdergren,27.0,Finland,2006,2006-02-26,Cross Country Skiing,0,0,1,1
RenSommerfeldt,25.0,Germany,2006,2006-02-26,Cross Country Skiing,0,1,0,1
JensArneSvartedal,33.0,Germany,2006,2006-02-26,Cross Country Skiing,0,1,0,1
FulvioValbusa,31.0,Canada,2006,2006-02-26,Cross Country Skiing,0,1,0,1
SabinaValbusa,26.0,Russia,2006,2006-02-26,Cross Country Skiing,0,0,1,1
AndrusVeerpalu,28.0,Sweden,2006,2006-02-26,Cross Country Skiing,0,0,1,1
CristianZorzi,31.0,Germany,2006,2006-02-26,Cross Country Skiing,0,1,0,1
BrigitteAlbrechtLoretan,30.0,Norway,2006,2006-02-26,Cross Country Skiing,0,1,0,1
TobiasAngerer,37.0,Italy,2006,2006-02-26,Cross Country Skiing,1,0,0,1
AndersAukland,34.0,Italy,2006,2006-02-26,Cross Country Skiing,0,0,1,1
MaritBjrgen,35.0,Estonia,2006,2006-02-26,Cross Country Skiing,1,0,0,1
MikhailBotvinov,33.0,Italy,2006,2006-02-26,Cross Country Skiing,1,0,0,1
GiorgioDiCenta,31.0,Switzerland,2002,2002-02-24,Cross Country Skiing,0,0,1,1
PerElofsson,24.0,Germany,2002,2002-02-24,Cross Country Skiing,0,0,1,1
JensFilbrich,29.0,Norway,2002,2002-02-24,Cross Country Skiing,1,0,0,1
ManuelaHenkel,21.0,Norway,2002,2002-02-24,Cross Country Skiing,0,1,0,1
TorArneHetland,34.0,Austria,2002,2002-02-24,Cross Country Skiing,0,1,0,1
OddBjrnHjelmeset,29.0,Italy,2002,2002-02-24,Cross Country Skiing,0,1,0,1
ChristianHoffmann,24.0,Sweden,2002,2002-02-24,Cross Country Skiing,0,0,1,1
AndreaHuber,22.0,Germany,2002,2002-02-24,Cross Country Skiing,0,0,1,1
MikhailIvanov,27.0,Germany,2002,2002-02-24,Cross Country Skiing,1,0,0,1
ClaudiaKnzelNystad,28.0,Norway,2002,2002-02-24,Cross Country Skiing,1,0,0,1
NatasciaLeonardiCortesi,30.0,Norway,2002,2002-02-24,Cross Country Skiing,0,0,1,1
JaakMae,27.0,Austria,2002,2002-02-24,Cross Country Skiing,1,0,0,1
FabioMaj,26.0,Switzerland,2002,2002-02-24,Cross Country Skiing,0,0,1,1
GabriellaParuzzi,24.0,Russia,2002,2002-02-24,Cross Country Skiing,1,0,0,1
HildeGjermundshaugPedersen,24.0,Germany,2002,2002-02-24,Cross Country Skiing,1,0,0,1
PietroPillerCottrer,30.0,Switzerland,2002,2002-02-24,Cross Country Skiing,0,0,1,1
LaurenceRochat,29.0,Estonia,2002,2002-02-24,Cross Country Skiing,0,0,1,1
PeterSchlickenrieder,31.0,Italy,2002,2002-02-24,Cross Country Skiing,0,1,0,1
AndreasSchltter,32.0,Italy,2002,2002-02-24,Cross Country Skiing,1,0,0,1
BeckieScott,37.0,Norway,2002,2002-02-24,Cross Country Skiing,0,1,0,1
RenSommerfeldt,27.0,Italy,2002,2002-02-24,Cross Country Skiing,0,1,0,1
HannesAigner,22.0,Switzerland,2002,2002-02-24,Cross Country Skiing,0,0,1,1
TimBaillie,32.0,Germany,2002,2002-02-24,Cross Country Skiing,0,1,0,1
AleksandrBogdanovich,29.0,Germany,2002,2002-02-24,Cross Country Skiing,0,0,1,1
AndreyBogdanovich,27.0,Canada,2002,2002-02-24,Cross Country Skiing,1,0,0,1
SebastianBrendel,27.0,Germany,2002,2002-02-24,Cross Country Skiing,0,0,1,1
DavidCal,23.0,Germany,2012,2012-08-12,Canoeing,0,0,1,1
LisaCarrington,33.0,Great Britain,2012,2012-08-12,Canoeing,1,0,0,1
YuriyCheban,30.0,Belarus,2012,2012-08-12,Canoeing,0,1,0,1
MaialenChourraut,24.0,Belarus,2012,2012-08-12,Canoeing,0,1,0,1
JacobClear,24.0,Germany,2012,2012-08-12,Canoeing,1,0,0,1
SalCraviotto,29.0,Spain,2012,2012-08-12,Canoeing,0,1,0,1
MarkdeJonge,23.0,New Zealand,2012,2012-08-12,Canoeing,1,0,0,1
RudolfDombi,26.0,Ukraine,2012,2012-08-12,Canoeing,1,0,0,1
JosefDostl,29.0,Spain,2012,2012-08-12,Canoeing,0,0,1,1
AleksandrDyachenko,27.0,Australia,2012,2012-08-12,Canoeing,1,0,0,1
TonyEstanguet,27.0,Spain,2012,2012-08-12,Canoeing,0,1,0,1
KrisztinaFazekasZur,28.0,Canada,2012,2012-08-12,Canoeing,0,0,1,1
EmilieFer,25.0,Hungary,2012,2012-08-12,Canoeing,1,0,0,1
DavidFlorence,19.0,Czech Republic,2012,2012-08-12,Canoeing,0,0,1,1
JessFox,22.0,Russia,2012,2012-08-12,Canoeing,1,0,0,1
BridgitteHartley,34.0,France,2012,2012-08-12,Canoeing,1,0,0,1
DanielHavel,32.0,Hungary,2012,2012-08-12,Canoeing,1,0,0,1
LiamHeath,29.0,France,2012,2012-08-12,Canoeing,1,0,0,1
PavolHochschorner,29.0,Great Britain,2012,2012-08-12,Canoeing,0,1,0,1
PeterHochschorner,18.0,Australia,2012,2012-08-12,Canoeing,0,1,0,1
MaxHoff,29.0,South Africa,2012,2012-08-12,Canoeing,0,0,1,1
MartinHollstein,20.0,Czech Republic,2012,2012-08-12,Canoeing,0,0,1,1
RichardHounslow,27.0,Great Britain,2012,2012-08-12,Canoeing,0,0,1,1
VavrinecHradlek,32.0,Slovakia,2012,2012-08-12,Canoeing,0,0,1,1
AndreasIhle,32.0,Slovakia,2012,2012-08-12,Canoeing,0,0,1,1
ZoltnKammerer,29.0,Germany,2012,2012-08-12,Canoeing,0,0,1,1
OlgaKhudenko,25.0,Germany,2012,2012-08-12,Canoeing,0,0,1,1
RolandKkny,30.0,Great Britain,2012,2012-08-12,Canoeing,0,1,0,1
AlekseyKorovashkov,25.0,Czech Republic,2012,2012-08-12,Canoeing,0,1,0,1
PeterKretschmer,33.0,Germany,2012,2012-08-12,Canoeing,0,0,1,1
TamsKulifai,34.0,Hungary,2012,2012-08-12,Canoeing,0,1,0,1
KurtKuschela,20.0,Belarus,2012,2012-08-12,Canoeing,0,0,1,1
EirikVersLarsen,36.0,Hungary,2012,2012-08-12,Canoeing,1,0,0,1
CarolinLeonhardt,20.0,Russia,2012,2012-08-12,Canoeing,0,0,1,1
VadimMakhnyov,20.0,Germany,2012,2012-08-12,Canoeing,1,0,0,1
MichalMartikn,23.0,Hungary,2012,2012-08-12,Canoeing,0,1,0,1
EdMcKeever,23.0,Germany,2012,2012-08-12,Canoeing,1,0,0,1
BeataMikolajczyk,36.0,Norway,2012,2012-08-12,Canoeing,1,0,0,1
DanieleMolmenti,27.0,Germany,2012,2012-08-12,Canoeing,0,1,0,1
KarolinaNaja,32.0,Belarus,2012,2012-08-12,Canoeing,0,1,0,1
MarkOldershaw,33.0,Slovakia,2012,2012-08-12,Canoeing,0,0,1,1
DnielPauman,28.0,Great Britain,2012,2012-08-12,Canoeing,1,0,0,1
IlyaPervukhin,26.0,Poland,2012,2012-08-12,Canoeing,0,0,1,1
RomanPetrushenko,27.0,Italy,2012,2012-08-12,Canoeing,1,0,0,1
FernandoPimenta,22.0,Poland,2012,2012-08-12,Canoeing,0,0,1,1
MarinaPoltoran,29.0,Canada,2012,2012-08-12,Canoeing,0,0,1,1
IrinaPomelova,25.0,Hungary,2012,2012-08-12,Canoeing,0,1,0,1
NadezhdaPopok,21.0,Russia,2012,2012-08-12,Canoeing,0,0,1,1
YuryPostrigay,31.0,Belarus,2012,2012-08-12,Canoeing,0,1,0,1
JonSchofield,22.0,Portugal,2012,2012-08-12,Canoeing,0,1,0,1
IvanShtyl,24.0,Belarus,2012,2012-08-12,Canoeing,0,0,1,1
EmanuelSilva,22.0,Belarus,2012,2012-08-12,Canoeing,0,0,1,1
DaveSmith,23.0,Belarus,2012,2012-08-12,Canoeing,0,0,1,1
TateSmith,23.0,Russia,2012,2012-08-12,Canoeing,1,0,0,1
Janterba,27.0,Great Britain,2012,2012-08-12,Canoeing,0,0,1,1
MurrayStewart,26.0,Russia,2012,2012-08-12,Canoeing,0,0,1,1
EtienneStott,26.0,Portugal,2012,2012-08-12,Canoeing,0,1,0,1
Jevgenijusuklinas,25.0,Australia,2012,2012-08-12,Canoeing,1,0,0,1
GabriellaSzab,30.0,Australia,2012,2012-08-12,Canoeing,1,0,0,1
SiderisTasiadis,31.0,Czech Republic,2012,2012-08-12,Canoeing,0,0,1,1
DvidTth,26.0,Australia,2012,2012-08-12,Canoeing,1,0,0,1
LukTrefil,33.0,Great Britain,2012,2012-08-12,Canoeing,1,0,0,1
AdamVanKoeverden,26.0,Lithuania,2012,2012-08-12,Canoeing,0,1,0,1
KatrinWagnerAugustin,25.0,Hungary,2012,2012-08-12,Canoeing,1,0,0,1
AlekseyAbalmasov,22.0,Germany,2012,2012-08-12,Canoeing,0,1,0,1
LutzAltepost,27.0,Hungary,2012,2012-08-12,Canoeing,0,1,0,1
RobBell,23.0,Czech Republic,2012,2012-08-12,Canoeing,0,0,1,1
AleksandrBogdanovich,30.0,Canada,2012,2012-08-12,Canoeing,0,1,0,1
AndreyBogdanovich,34.0,Germany,2012,2012-08-12,Canoeing,0,1,0,1
BenjaminBoukpeti,28.0,Belarus,2008,2008-08-24,Canoeing,1,0,0,1
NormanBrckl,26.0,Germany,2008,2008-08-24,Canoeing,0,0,1,1
YuriyCheban,30.0,Australia,2008,2008-08-24,Canoeing,0,0,1,1
SalCraviotto,26.0,Belarus,2008,2008-08-24,Canoeing,1,0,0,1
HannahDavis,20.0,Belarus,2008,2008-08-24,Canoeing,1,0,0,1
MarieDelattre,27.0,Togo,2008,2008-08-24,Canoeing,0,0,1,1
TorstenEckbrett,21.0,Germany,2008,2008-08-24,Canoeing,0,0,1,1
AndreaFacchin,22.0,Ukraine,2008,2008-08-24,Canoeing,0,0,1,1
FannyFischer,23.0,Spain,2008,2008-08-24,Canoeing,1,0,0,1
DavidFlorence,23.0,Australia,2008,2008-08-24,Canoeing,0,0,1,1
LyndsieFogarty,27.0,France,2008,2008-08-24,Canoeing,0,0,1,1
BjrnGoldschmidt,24.0,Germany,2008,2008-08-24,Canoeing,0,0,1,1
AlexanderGrimm,29.0,Italy,2008,2008-08-24,Canoeing,0,0,1,1
ThomasHall,21.0,Germany,2008,2008-08-24,Canoeing,1,0,0,1
PavolHochschorner,26.0,Great Britain,2008,2008-08-24,Canoeing,0,1,0,1
PeterHochschorner,24.0,Australia,2008,2008-08-24,Canoeing,0,0,1,1
MartinHollstein,28.0,Germany,2008,2008-08-24,Canoeing,0,0,1,1
JosefaIdemGuerrini,21.0,Germany,2008,2008-08-24,Canoeing,1,0,0,1
AndreasIhle,26.0,Canada,2008,2008-08-24,Canoeing,0,0,1,1
ElenaKalisk,28.0,Slovakia,2008,2008-08-24,Canoeing,1,0,0,1
TamsKiss,28.0,Slovakia,2008,2008-08-24,Canoeing,1,0,0,1
KimKnudsen,21.0,Germany,2008,2008-08-24,Canoeing,1,0,0,1
AleksandrKostoglod,43.0,Italy,2008,2008-08-24,Canoeing,0,1,0,1
DanutaKozk,29.0,Germany,2008,2008-08-24,Canoeing,1,0,0,1
GyrgyKozmann,36.0,Slovakia,2008,2008-08-24,Canoeing,1,0,0,1
MikhailKuznetsov,21.0,Hungary,2008,2008-08-24,Canoeing,0,0,1,1
DmitryLarionov,30.0,Denmark,2008,2008-08-24,Canoeing,0,1,0,1
EirikVersLarsen,34.0,Russia,2008,2008-08-24,Canoeing,0,1,0,1
JacquiLawrence,21.0,Hungary,2008,2008-08-24,Canoeing,0,1,0,1
FabienLefvre,30.0,Hungary,2008,2008-08-24,Canoeing,0,0,1,1
ArturLitvinchuk,23.0,Russia,2008,2008-08-24,Canoeing,0,0,1,1
MichalMartikn,22.0,Russia,2008,2008-08-24,Canoeing,0,0,1,1
ChantalMeek,32.0,Norway,2008,2008-08-24,Canoeing,0,1,0,1
MengGuanliang,26.0,Australia,2008,2008-08-24,Canoeing,0,1,0,1
BeataMikolajczyk,26.0,France,2008,2008-08-24,Canoeing,0,1,0,1
ViolettaOblingerPeters,20.0,Belarus,2008,2008-08-24,Canoeing,1,0,0,1
LisaOldenhof,29.0,Slovakia,2008,2008-08-24,Canoeing,1,0,0,1
MaksimOpalev,29.0,Australia,2008,2008-08-24,Canoeing,0,0,1,1
InnaOsypenkoRadomska,31.0,China,2008,2008-08-24,Canoeing,1,0,0,1
AnetaPastuszkaKonieczna,22.0,Poland,2008,2008-08-24,Canoeing,0,1,0,1
CarlosPrez,30.0,Austria,2008,2008-08-24,Canoeing,0,0,1,1
RenPoulsen,28.0,Australia,2008,2008-08-24,Canoeing,0,0,1,1
RonaldRauhe,29.0,Russia,2008,2008-08-24,Canoeing,1,0,0,1
NicoleReinhardt,25.0,Ukraine,2008,2008-08-24,Canoeing,1,0,0,1
MichalRiszdorfer,30.0,Poland,2008,2008-08-24,Canoeing,0,1,0,1
RichardRiszdorfer,29.0,Spain,2008,2008-08-24,Canoeing,1,0,0,1
AntonioScaduto,19.0,Denmark,2008,2008-08-24,Canoeing,0,1,0,1
Ondrejtepnek,26.0,Germany,2008,2008-08-24,Canoeing,0,1,0,1
GabriellaSzab,22.0,Germany,2008,2008-08-24,Canoeing,1,0,0,1
JurajTarr,31.0,Slovakia,2008,2008-08-24,Canoeing,0,1,0,1
SergeyUlegin,27.0,Slovakia,2008,2008-08-24,Canoeing,0,1,0,1
AttilaVajda,30.0,Italy,2008,2008-08-24,Canoeing,0,0,1,1
AdamVanKoeverden,28.0,Czech Republic,2008,2008-08-24,Canoeing,0,1,0,1
AnneLaureViard,22.0,Hungary,2008,2008-08-24,Canoeing,0,1,0,1
ErikVlcek,29.0,Slovakia,2008,2008-08-24,Canoeing,0,1,0,1
JaroslavVolf,30.0,Russia,2008,2008-08-24,Canoeing,0,1,0,1
ConnyWassmuth,25.0,Hungary,2008,2008-08-24,Canoeing,1,0,0,1
TimWiesktter,26.0,Canada,2008,2008-08-24,Canoeing,0,1,0,1
YangWenjun,27.0,France,2008,2008-08-24,Canoeing,0,0,1,1
JurajBaca,26.0,Slovakia,2008,2008-08-24,Canoeing,0,1,0,1
BjrnBach,28.0,Czech Republic,2008,2008-08-24,Canoeing,0,1,0,1
HannaBalabanova,25.0,Germany,2008,2008-08-24,Canoeing,1,0,0,1
LedysBalceiro,29.0,Germany,2008,2008-08-24,Canoeing,0,1,0,1
MarcusBecker,24.0,China,2008,2008-08-24,Canoeing,1,0,0,1
BeniaminoBonomi,27.0,Slovakia,2004,2004-08-29,Canoeing,0,0,1,1
KingaBta,28.0,Germany,2004,2004-08-29,Canoeing,0,1,0,1
CarolineBrunet,34.0,Ukraine,2004,2004-08-29,Canoeing,0,0,1,1
OlenaCherevatova,29.0,Cuba,2004,2004-08-29,Canoeing,0,1,0,1
TonyEstanguet,22.0,Germany,2004,2004-08-29,Canoeing,0,1,0,1
NilsOlavFjeldheim,36.0,Italy,2004,2004-08-29,Canoeing,0,1,0,1
BenFouhy,27.0,Hungary,2004,2004-08-29,Canoeing,0,1,0,1
RebeccaGiddens,35.0,Canada,2004,2004-08-29,Canoeing,0,0,1,1
ChristianGille,34.0,Ukraine,2004,2004-08-29,Canoeing,0,0,1,1
StefanHenze,26.0,France,2004,2004-08-29,Canoeing,1,0,0,1
PavolHochschorner,27.0,Norway,2004,2004-08-29,Canoeing,0,0,1,1
PeterHochschorner,25.0,New Zealand,2004,2004-08-29,Canoeing,0,1,0,1
GborHorvth,26.0,United States,2004,2004-08-29,Canoeing,0,1,0,1
JosefaIdemGuerrini,28.0,Germany,2004,2004-08-29,Canoeing,1,0,0,1
AndreasIhle,23.0,Germany,2004,2004-08-29,Canoeing,0,1,0,1
ElenaKalisk,24.0,Slovakia,2004,2004-08-29,Canoeing,1,0,0,1
ZoltnKammerer,24.0,Slovakia,2004,2004-08-29,Canoeing,1,0,0,1
GyrgyKolonics,32.0,Hungary,2004,2004-08-29,Canoeing,1,0,0,1
GyrgyKozmann,39.0,Italy,2004,2004-08-29,Canoeing,0,1,0,1
FabienLefvre,25.0,Germany,2004,2004-08-29,Canoeing,0,1,0,1
VadimMakhnyov,32.0,Slovakia,2004,2004-08-29,Canoeing,1,0,0,1
MichalMartikn,26.0,Hungary,2004,2004-08-29,Canoeing,1,0,0,1
MengGuanliang,32.0,Hungary,2004,2004-08-29,Canoeing,0,0,1,1
HenrikNilsson,26.0,Hungary,2004,2004-08-29,Canoeing,0,0,1,1
MaikeNollen,22.0,France,2004,2004-08-29,Canoeing,0,0,1,1
MaksimOpalev,24.0,Belarus,2004,2004-08-29,Canoeing,0,0,1,1
MarkusOscarsson,25.0,Slovakia,2004,2004-08-29,Canoeing,0,1,0,1
InnaOsypenkoRadomska,27.0,China,2004,2004-08-29,Canoeing,1,0,0,1
AnetaPastuszkaKonieczna,28.0,Sweden,2004,2004-08-29,Canoeing,1,0,0,1
BenotPeschier,26.0,Germany,2004,2004-08-29,Canoeing,1,0,0,1
RomanPetrushenko,25.0,Russia,2004,2004-08-29,Canoeing,0,0,1,1
StefanPfannmller,27.0,Sweden,2004,2004-08-29,Canoeing,1,0,0,1
RonaldRauhe,21.0,Ukraine,2004,2004-08-29,Canoeing,0,0,1,1
HelenReeves,26.0,Poland,2004,2004-08-29,Canoeing,0,0,1,1
MichalRiszdorfer,24.0,France,2004,2004-08-29,Canoeing,1,0,0,1
RichardRiszdorfer,23.0,Belarus,2004,2004-08-29,Canoeing,0,0,1,1
ClintRobinson,23.0,Germany,2004,2004-08-29,Canoeing,0,0,1,1
IbrahimRojas,22.0,Germany,2004,2004-08-29,Canoeing,1,0,0,1
AntonioRossi,23.0,Great Britain,2004,2004-08-29,Canoeing,0,0,1,1
BeataSokolowskaKulesza,27.0,Slovakia,2004,2004-08-29,Canoeing,0,0,1,1
Ondrejtepnek,23.0,Slovakia,2004,2004-08-29,Canoeing,0,0,1,1
BotondStorcz,32.0,Australia,2004,2004-08-29,Canoeing,0,1,0,1
SzilviaSzab,28.0,Cuba,2004,2004-08-29,Canoeing,0,1,0,1
TetianaTeklianSemykina,35.0,Italy,2004,2004-08-29,Canoeing,0,1,0,1
StefanUlm,30.0,Poland,2004,2004-08-29,Canoeing,0,0,1,1
AttilaVajda,24.0,Czech Republic,2004,2004-08-29,Canoeing,0,0,1,1
kosVereckei,29.0,Hungary,2004,2004-08-29,Canoeing,1,0,0,1
ErzsbetViski,25.0,Hungary,2004,2004-08-29,Canoeing,0,1,0,1
ErikVlcek,30.0,Ukraine,2004,2004-08-29,Canoeing,0,0,1,1
JaroslavVolf,28.0,Germany,2004,2004-08-29,Canoeing,0,1,0,1
KatrinWagnerAugustin,21.0,Hungary,2004,2004-08-29,Canoeing,0,0,1,1
CampbellWalsh,26.0,Hungary,2004,2004-08-29,Canoeing,1,0,0,1
TimWiesktter,24.0,Hungary,2004,2004-08-29,Canoeing,0,1,0,1
TomaszWylenzek,22.0,Slovakia,2004,2004-08-29,Canoeing,0,0,1,1
IanWynne,24.0,Czech Republic,2004,2004-08-29,Canoeing,0,0,1,1
YangWenjun,26.0,Germany,2004,2004-08-29,Canoeing,1,0,0,1
MarkZabel,26.0,Great Britain,2004,2004-08-29,Canoeing,0,1,0,1
BjrnBach,25.0,Germany,2004,2004-08-29,Canoeing,1,0,0,1
LedysBalceiro,21.0,Germany,2004,2004-08-29,Canoeing,1,0,0,1
PawelBaraszkiewicz,30.0,Great Britain,2004,2004-08-29,Canoeing,0,0,1,1
AnneLiseBardet,20.0,China,2004,2004-08-29,Canoeing,1,0,0,1
KrisztinBrtfai,31.0,Germany,2004,2004-08-29,Canoeing,0,1,0,1
DariuszBialkowski,24.0,Germany,2000,2000-10-01,Canoeing,0,1,0,1
BeniaminoBonomi,25.0,Cuba,2000,2000-10-01,Canoeing,0,1,0,1
KatrinBorchert,23.0,Poland,2000,2000-10-01,Canoeing,0,1,0,1
TimBrabants,30.0,France,2000,2000-10-01,Canoeing,0,0,1,1
CarolineBrunet,26.0,Hungary,2000,2000-10-01,Canoeing,0,0,1,1
DannyCollins,30.0,Poland,2000,2000-10-01,Canoeing,0,0,1,1
TonyEstanguet,32.0,Italy,2000,2000-10-01,Canoeing,1,0,0,1
PierpaoloFerrazzi,31.0,Australia,2000,2000-10-01,Canoeing,0,0,1,1
SteveGiles,23.0,Great Britain,2000,2000-10-01,Canoeing,0,0,1,1
BrigitteGuibal,31.0,Canada,2000,2000-10-01,Canoeing,0,1,0,1
tepnkaHilgertov,29.0,Australia,2000,2000-10-01,Canoeing,0,1,0,1
PavolHochschorner,22.0,France,2000,2000-10-01,Canoeing,1,0,0,1
PeterHochschorner,35.0,Italy,2000,2000-10-01,Canoeing,0,0,1,1
GborHorvth,28.0,Canada,2000,2000-10-01,Canoeing,0,0,1,1
JosefaIdemGuerrini,29.0,France,2000,2000-10-01,Canoeing,0,1,0,1
RalucaIonita,32.0,Czech Republic,2000,2000-10-01,Canoeing,1,0,0,1
DanielJedraszko,21.0,Slovakia,2000,2000-10-01,Canoeing,1,0,0,1
MarekJiras,21.0,Slovakia,2000,2000-10-01,Canoeing,1,0,0,1
RitaKobn,28.0,Hungary,2000,2000-10-01,Canoeing,1,0,0,1
LarsKober,36.0,Italy,2000,2000-10-01,Canoeing,1,0,0,1
MichaelKolganov,24.0,Romania,2000,2000-10-01,Canoeing,0,0,1,1
GyrgyKolonics,24.0,Poland,2000,2000-10-01,Canoeing,0,1,0,1
GrzegorzKotowicz,22.0,Czech Republic,2000,2000-10-01,Canoeing,0,0,1,1
KrzysztofKolomanski,35.0,Hungary,2000,2000-10-01,Canoeing,0,1,0,1
MarianaLimbau,23.0,Germany,2000,2000-10-01,Canoeing,0,0,1,1
TomMder,25.0,Israel,2000,2000-10-01,Canoeing,0,0,1,1
MichalMartikn,28.0,Hungary,2000,2000-10-01,Canoeing,1,0,0,1
JurajMinck,27.0,Poland,2000,2000-10-01,Canoeing,0,0,1,1
ManuelaMucke,27.0,Poland,2000,2000-10-01,Canoeing,0,1,0,1
HenrikNilsson,23.0,Romania,2000,2000-10-01,Canoeing,0,0,1,1
FerencNovk,26.0,Czech Republic,2000,2000-10-01,Canoeing,0,0,1,1
MaksimOpalev,21.0,Slovakia,2000,2000-10-01,Canoeing,0,1,0,1
MarkusOscarsson,23.0,Slovakia,2000,2000-10-01,Canoeing,0,0,1,1
AnetaPastuszkaKonieczna,25.0,Germany,2000,2000-10-01,Canoeing,1,0,0,1
LeobaldoPereira,24.0,Sweden,2000,2000-10-01,Canoeing,0,1,0,1
ImrePulai,31.0,Hungary,2000,2000-10-01,Canoeing,1,0,0,1
ElenaRadu,21.0,Russia,2000,2000-10-01,Canoeing,0,1,0,1
PaulRatcliffe,23.0,Sweden,2000,2000-10-01,Canoeing,0,1,0,1
RonaldRauhe,22.0,Poland,2000,2000-10-01,Canoeing,0,0,1,1
IbrahimRojas,28.0,Cuba,2000,2000-10-01,Canoeing,0,1,0,1
AntonioRossi,32.0,Hungary,2000,2000-10-01,Canoeing,1,0,0,1
JanSchfer,25.0,Romania,2000,2000-10-01,Canoeing,0,0,1,1
ThomasSchmidt,26.0,Great Britain,2000,2000-10-01,Canoeing,0,1,0,1
AnettSchuck,18.0,Germany,2000,2000-10-01,Canoeing,0,0,1,1
AdamSeroczynski,24.0,Cuba,2000,2000-10-01,Canoeing,0,1,0,1
BeataSokolowskaKulesza,31.0,Italy,2000,2000-10-01,Canoeing,1,0,0,1
MichalStaniszewski,25.0,Germany,2000,2000-10-01,Canoeing,0,1,0,1
SandaToma,24.0,Germany,2000,2000-10-01,Canoeing,1,0,0,1
AndrewTrim,30.0,Germany,2000,2000-10-01,Canoeing,1,0,0,1
StefanUlm,26.0,Poland,2000,2000-10-01,Canoeing,0,0,1,1
