name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
OlenaKostevych,27.0,Ukraine,2012,2012-08-12,Shooting,0,0,2,2
JinJongO,28.0,South Korea,2008,2008-08-24,Shooting,1,1,0,2
KaterinaKurkovEmmons,24.0,Czech Republic,2008,2008-08-24,Shooting,1,1,0,2
LyubovGalkina,31.0,Russia,2004,2004-08-29,Shooting,1,1,0,2
MariyaGrozdeva,32.0,Bulgaria,2004,2004-08-29,Shooting,1,0,1,2
LeeBoNa,23.0,South Korea,2004,2004-08-29,Shooting,0,1,1,2
MikhailNestruyev,35.0,Russia,2004,2004-08-29,Shooting,1,1,0,2
IgorBasinsky,37.0,Belarus,2000,2000-10-01,Shooting,0,1,1,2
TaoLuna,26.0,China,2000,2000-10-01,Shooting,1,1,0,2
KimCrow,26.0,Australia,2012,2012-08-12,Rowing,0,1,1,2
GeorgetaDamianAndrunache,32.0,Romania,2008,2008-08-24,Rowing,1,0,1,2
VioricaSusanu,32.0,Romania,2008,2008-08-24,Rowing,1,0,1,2
GeorgetaDamianAndrunache,28.0,Romania,2004,2004-08-29,Rowing,2,0,0,2
VioricaSusanu,28.0,Romania,2004,2004-08-29,Rowing,2,0,0,2
GeorgetaDamianAndrunache,24.0,Romania,2000,2000-10-01,Rowing,2,0,0,2
DoinaIgnat,31.0,Romania,2000,2000-10-01,Rowing,2,0,0,2
PietavanDishoeck,28.0,Netherlands,2000,2000-10-01,Rowing,0,2,0,2
EekevanNes,31.0,Netherlands,2000,2000-10-01,Rowing,0,2,0,2
BillDemong,29.0,United States,2010,2010-02-28,Nordic Combined,1,1,0,2
BernhardGruber,27.0,Austria,2010,2010-02-28,Nordic Combined,1,0,1,2
MagnusMoan,22.0,Norway,2006,2006-02-26,Nordic Combined,0,1,1,2
RonnyAckermann,24.0,Germany,2002,2002-02-24,Nordic Combined,0,2,0,2
JaakkoTallus,20.0,Finland,2002,2002-02-24,Nordic Combined,1,1,0,2
DenisAblyazin,19.0,Russia,2012,2012-08-12,Gymnastics,0,1,1,2
ChenYibing,27.0,China,2012,2012-08-12,Gymnastics,1,1,0,2
GabbyDouglas,16.0,United States,2012,2012-08-12,Gymnastics,2,0,0,2
FengZhe,24.0,China,2012,2012-08-12,Gymnastics,2,0,0,2
SandraIzbasa,22.0,Romania,2012,2012-08-12,Gymnastics,1,0,1,2
ViktoriyaKomova,17.0,Russia,2012,2012-08-12,Gymnastics,0,2,0,2
McKaylaMaroney,16.0,United States,2012,2012-08-12,Gymnastics,1,1,0,2
MarcelNguyen,24.0,Germany,2012,2012-08-12,Gymnastics,0,2,0,2
MariyaPaseka,17.0,Russia,2012,2012-08-12,Gymnastics,0,1,1,2
CatalinaPonor,24.0,Romania,2012,2012-08-12,Gymnastics,0,1,1,2
LouisSmith,23.0,Great Britain,2012,2012-08-12,Gymnastics,0,1,1,2
MaxWhitlock,19.0,Great Britain,2012,2012-08-12,Gymnastics,0,0,2,2
ChenYibing,23.0,China,2008,2008-08-24,Gymnastics,2,0,0,2
AntonGolotsutskov,23.0,Russia,2008,2008-08-24,Gymnastics,0,0,2,2
HeKexin,16.0,China,2008,2008-08-24,Gymnastics,2,0,0,2
JonathanHorton,22.0,United States,2008,2008-08-24,Gymnastics,0,1,1,2
SandraIzbasa,18.0,Romania,2008,2008-08-24,Gymnastics,1,0,1,2
LiXiaopeng,27.0,China,2008,2008-08-24,Gymnastics,2,0,0,2
KoheiUchimura,19.0,Japan,2008,2008-08-24,Gymnastics,0,2,0,2
XiaoQin,23.0,China,2008,2008-08-24,Gymnastics,2,0,0,2
AlexandraEremia,17.0,Romania,2004,2004-08-29,Gymnastics,1,0,1,2
AnniaHatch,26.0,United States,2004,2004-08-29,Gymnastics,0,2,0,2
TerinHumphrey,18.0,United States,2004,2004-08-29,Gymnastics,0,2,0,2
TakehiroKashima,24.0,Japan,2004,2004-08-29,Gymnastics,1,0,1,2
SvetlanaKhorkina,25.0,Russia,2004,2004-08-29,Gymnastics,0,1,1,2
CourtneyKupets,18.0,United States,2004,2004-08-29,Gymnastics,0,1,1,2
AnnaPavlova,16.0,Russia,2004,2004-08-29,Gymnastics,0,0,2,2
MonicaRosu,17.0,Romania,2004,2004-08-29,Gymnastics,2,0,0,2
DanaSofronie,16.0,Romania,2004,2004-08-29,Gymnastics,1,1,0,2
HiroyukiTomita,23.0,Japan,2004,2004-08-29,Gymnastics,1,1,0,2
MariusUrzica,28.0,Romania,2004,2004-08-29,Gymnastics,0,1,1,2
IsaoYoneda,26.0,Japan,2004,2004-08-29,Gymnastics,1,0,1,2
YordanYovchev,31.0,Bulgaria,2004,2004-08-29,Gymnastics,0,1,1,2
OleksandrBeresh,22.0,Ukraine,2000,2000-10-01,Gymnastics,0,1,1,2
AlekseyBondarenko,22.0,Russia,2000,2000-10-01,Gymnastics,0,1,1,2
LeeJuHyeong,27.0,South Korea,2000,2000-10-01,Gymnastics,0,1,1,2
LiXiaopeng,19.0,China,2000,2000-10-01,Gymnastics,2,0,0,2
LiuXuan,21.0,China,2000,2000-10-01,Gymnastics,1,0,1,2
MariaOlaru,18.0,Romania,2000,2000-10-01,Gymnastics,1,1,0,2
YelenaProdunova,20.0,Russia,2000,2000-10-01,Gymnastics,0,1,1,2
AndreeaRaducan,16.0,Romania,2000,2000-10-01,Gymnastics,1,1,0,2
YangWei,20.0,China,2000,2000-10-01,Gymnastics,1,1,0,2
YordanYovchev,27.0,Bulgaria,2000,2000-10-01,Gymnastics,0,0,2,2
ElisaDiFrancisca,29.0,Italy,2012,2012-08-12,Fencing,2,0,0,2
AriannaErrigo,24.0,Italy,2012,2012-08-12,Fencing,1,1,0,2
DiegoOcchiuzzi,31.0,Italy,2012,2012-08-12,Fencing,0,1,1,2
SunYujie,19.0,China,2012,2012-08-12,Fencing,1,0,1,2
ValentinaVezzali,38.0,Italy,2012,2012-08-12,Fencing,1,0,1,2
StefanoCarozzo,29.0,Italy,2008,2008-08-24,Fencing,0,0,2,2
MargheritaGranbassi,28.0,Italy,2008,2008-08-24,Fencing,0,0,2,2
SadaJacobson,25.0,United States,2008,2008-08-24,Fencing,0,1,1,2
FabriceJeannet,27.0,France,2008,2008-08-24,Fencing,1,1,0,2
NicolasLopez,27.0,France,2008,2008-08-24,Fencing,1,1,0,2
MatteoTagliariol,25.0,Italy,2008,2008-08-24,Fencing,1,0,1,2
ValentinaVezzali,34.0,Italy,2008,2008-08-24,Fencing,1,0,1,2
BeccaWard,18.0,United States,2008,2008-08-24,Fencing,0,0,2,2
MarielZagunis,23.0,United States,2008,2008-08-24,Fencing,1,0,1,2
AndreaCassar,20.0,Italy,2004,2004-08-29,Fencing,1,0,1,2
LauraFlesselColovic,32.0,France,2004,2004-08-29,Fencing,0,1,1,2
AldoMontano,25.0,Italy,2004,2004-08-29,Fencing,1,1,0,2
MaureenNisima,23.0,France,2004,2004-08-29,Fencing,0,0,2,2
SalvatoreSanzo,28.0,Italy,2004,2004-08-29,Fencing,1,1,0,2
MathieuGourdain,26.0,France,2000,2000-10-01,Fencing,0,2,0,2
GiannaHabltzelBrki,30.0,Switzerland,2000,2000-10-01,Fencing,0,2,0,2
RitaKnig,23.0,Germany,2000,2000-10-01,Fencing,0,1,1,2
WiradechKothny,21.0,Germany,2000,2000-10-01,Fencing,0,0,2,2
HuguesObry,27.0,France,2000,2000-10-01,Fencing,0,2,0,2
GiovannaTrillini,30.0,Italy,2000,2000-10-01,Fencing,1,0,1,2
ValentinaVezzali,26.0,Italy,2000,2000-10-01,Fencing,2,0,0,2
SandraAuffarth,25.0,Germany,2012,2012-08-12,Equestrian,1,0,1,2
LauraBechtolsheimer,27.0,Great Britain,2012,2012-08-12,Equestrian,1,0,1,2
AdelindeCornelissen,33.0,Netherlands,2012,2012-08-12,Equestrian,0,1,1,2
CharlotteDujardin,27.0,Great Britain,2012,2012-08-12,Equestrian,2,0,0,2
MichaelJung,29.0,Germany,2012,2012-08-12,Equestrian,2,0,0,2
GercoSchrder,34.0,Netherlands,2012,2012-08-12,Equestrian,0,2,0,2
TinaCook,37.0,Great Britain,2008,2008-08-24,Equestrian,0,0,2,2
HeikeKemmer,46.0,Germany,2008,2008-08-24,Equestrian,1,0,1,2
EricLamaze,40.0,Canada,2008,2008-08-24,Equestrian,1,1,0,2
BeezieMadden,44.0,United States,2008,2008-08-24,Equestrian,1,0,1,2
HinrichRomeike,45.0,Germany,2008,2008-08-24,Equestrian,2,0,0,2
AnkyvanGrunsven,40.0,Netherlands,2008,2008-08-24,Equestrian,1,1,0,2
IsabellWerth,39.0,Germany,2008,2008-08-24,Equestrian,1,1,0,2
BeatrizFerrerSalat,38.0,Spain,2004,2004-08-29,Equestrian,0,1,1,2
PippaFunnell,35.0,Great Britain,2004,2004-08-29,Equestrian,0,1,1,2
ChrisKappler,37.0,United States,2004,2004-08-29,Equestrian,1,1,0,2
MarcoKutscher,29.0,Germany,2004,2004-08-29,Equestrian,0,0,2,2
LeslieLaw,39.0,Great Britain,2004,2004-08-29,Equestrian,1,1,0,2
UllaSalzgeber,46.0,Germany,2004,2004-08-29,Equestrian,1,1,0,2
KimSeverson,30.0,United States,2004,2004-08-29,Equestrian,0,1,1,2
AndrewHoy,41.0,Australia,2000,2000-10-01,Equestrian,1,1,0,2
DavidOConnor,38.0,United States,2000,2000-10-01,Equestrian,1,0,1,2
UllaSalzgeber,42.0,Germany,2000,2000-10-01,Equestrian,1,0,1,2
AnkyvanGrunsven,32.0,Netherlands,2000,2000-10-01,Equestrian,1,1,0,2
IsabellWerth,31.0,Germany,2000,2000-10-01,Equestrian,1,1,0,2
DavidBoudia,23.0,United States,2012,2012-08-12,Diving,1,0,1,2
ChenRuolin,19.0,China,2012,2012-08-12,Diving,2,0,0,2
HeZi,21.0,China,2012,2012-08-12,Diving,1,1,0,2
QinKai,26.0,China,2012,2012-08-12,Diving,1,1,0,2
WuMinxia,26.0,China,2012,2012-08-12,Diving,2,0,0,2
IlyaZakharov,21.0,Russia,2012,2012-08-12,Diving,1,1,0,2
ChenRuolin,15.0,China,2008,2008-08-24,Diving,2,0,0,2
GlebGalperin,25.0,Russia,2008,2008-08-24,Diving,0,0,2,2
GuoJingjing,26.0,China,2008,2008-08-24,Diving,2,0,0,2
YuliyaPakhalina,30.0,Russia,2008,2008-08-24,Diving,0,2,0,2
QinKai,22.0,China,2008,2008-08-24,Diving,1,0,1,2
WangXin,16.0,China,2008,2008-08-24,Diving,1,0,1,2
WuMinxia,22.0,China,2008,2008-08-24,Diving,1,0,1,2
GuoJingjing,22.0,China,2004,2004-08-29,Diving,2,0,0,2
MathewHelm,23.0,Australia,2004,2004-08-29,Diving,0,1,1,2
LaoLishi,16.0,China,2004,2004-08-29,Diving,1,1,0,2
ChantelleMichellNewbery,27.0,Australia,2004,2004-08-29,Diving,1,0,1,2
RobertNewbery,25.0,Australia,2004,2004-08-29,Diving,0,0,2,2
YuliyaPakhalina,26.0,Russia,2004,2004-08-29,Diving,0,1,1,2
TianLiang,24.0,China,2004,2004-08-29,Diving,1,0,1,2
WuMinxia,18.0,China,2004,2004-08-29,Diving,1,1,0,2
FuMingxia,22.0,China,2000,2000-10-01,Diving,1,1,0,2
GuoJingjing,18.0,China,2000,2000-10-01,Diving,0,2,0,2
HuJia,17.0,China,2000,2000-10-01,Diving,0,2,0,2
LiNa,16.0,China,2000,2000-10-01,Diving,1,1,0,2
AnneMontminy,25.0,Canada,2000,2000-10-01,Diving,0,1,1,2
TianLiang,21.0,China,2000,2000-10-01,Diving,1,1,0,2
XiongNi,26.0,China,2000,2000-10-01,Diving,2,0,0,2
GrgoryBaug,27.0,France,2012,2012-08-12,Cycling,0,2,0,2
EdClancy,27.0,Great Britain,2012,2012-08-12,Cycling,1,0,1,2
SarahHammer,28.0,United States,2012,2012-08-12,Cycling,0,2,0,2
ChrisHoy,36.0,Great Britain,2012,2012-08-12,Cycling,2,0,0,2
JasonKenny,24.0,Great Britain,2012,2012-08-12,Cycling,2,0,0,2
MaximilianLevy,25.0,Germany,2012,2012-08-12,Cycling,0,1,1,2
AnnaMeares,28.0,Australia,2012,2012-08-12,Cycling,1,0,1,2
VickiPendleton,31.0,Great Britain,2012,2012-08-12,Cycling,1,1,0,2
LauraTrott,20.0,Great Britain,2012,2012-08-12,Cycling,2,0,0,2
OlgaZabelinskaya,32.0,Russia,2012,2012-08-12,Cycling,0,0,2,2
MickalBourgain,28.0,France,2008,2008-08-24,Cycling,0,1,1,2
FabianCancellara,27.0,Switzerland,2008,2008-08-24,Cycling,1,1,0,2
JasonKenny,20.0,Great Britain,2008,2008-08-24,Cycling,1,1,0,2
JoanLlaneras,39.0,Spain,2008,2008-08-24,Cycling,1,1,0,2
HaydenRoulston,27.0,New Zealand,2008,2008-08-24,Cycling,0,1,1,2
BradleyWiggins,28.0,Great Britain,2008,2008-08-24,Cycling,2,0,0,2
RyanBayley,22.0,Australia,2004,2004-08-29,Cycling,2,0,0,2
GraemeBrown,25.0,Australia,2004,2004-08-29,Cycling,2,0,0,2
SergiEscobar,29.0,Spain,2004,2004-08-29,Cycling,0,0,2,2
RobHayles,31.0,Great Britain,2004,2004-08-29,Cycling,0,1,1,2
BradMcGee,28.0,Australia,2004,2004-08-29,Cycling,1,1,0,2
AnnaMeares,20.0,Australia,2004,2004-08-29,Cycling,1,0,1,2
StefanNimke,26.0,Germany,2004,2004-08-29,Cycling,1,0,1,2
OlgaSlyusareva,35.0,Russia,2004,2004-08-29,Cycling,1,0,1,2
ArnaudTournant,26.0,France,2004,2004-08-29,Cycling,0,1,1,2
RenWolff,26.0,Germany,2004,2004-08-29,Cycling,1,0,1,2
LeontienZijlaardvanMoorsel,34.0,Netherlands,2004,2004-08-29,Cycling,1,0,1,2
FliciaBallanger,29.0,France,2000,2000-10-01,Cycling,2,0,0,2
RobertBartko,24.0,Germany,2000,2000-10-01,Cycling,2,0,0,2
JensFiedler,30.0,Germany,2000,2000-10-01,Cycling,0,0,2,2
JensLehmann,32.0,Germany,2000,2000-10-01,Cycling,1,1,0,2
GaryNeiwand,34.0,Australia,2000,2000-10-01,Cycling,0,1,1,2
JasonQueally,30.0,Great Britain,2000,2000-10-01,Cycling,1,1,0,2
JanUllrich,26.0,Germany,2000,2000-10-01,Cycling,1,1,0,2
LukBauer,32.0,Czech Republic,2010,2010-02-28,Cross Country Skiing,0,0,2,2
AnnaHaag,23.0,Sweden,2010,2010-02-28,Cross Country Skiing,0,2,0,2
MarcusHellner,24.0,Sweden,2010,2010-02-28,Cross Country Skiing,2,0,0,2
CharlotteKalla,22.0,Sweden,2010,2010-02-28,Cross Country Skiing,1,1,0,2
ClaudiaKnzelNystad,32.0,Germany,2010,2010-02-28,Cross Country Skiing,1,1,0,2
AinoKaisaSaarinen,31.0,Finland,2010,2010-02-28,Cross Country Skiing,0,0,2,2
EviSachenbacherStehle,29.0,Germany,2010,2010-02-28,Cross Country Skiing,1,1,0,2
AxelTeichmann,30.0,Germany,2010,2010-02-28,Cross Country Skiing,0,2,0,2
TobiasAngerer,28.0,Germany,2006,2006-02-26,Cross Country Skiing,0,1,1,2
YuliyaChepalova,29.0,Russia,2006,2006-02-26,Cross Country Skiing,1,1,0,2
YevgenyDementyev,23.0,Russia,2006,2006-02-26,Cross Country Skiing,1,1,0,2
GiorgioDiCenta,33.0,Italy,2006,2006-02-26,Cross Country Skiing,2,0,0,2
ThobiasFredriksson,30.0,Sweden,2006,2006-02-26,Cross Country Skiing,1,0,1,2
ClaudiaKnzelNystad,28.0,Germany,2006,2006-02-26,Cross Country Skiing,0,2,0,2
BjrnLind,27.0,Sweden,2006,2006-02-26,Cross Country Skiing,2,0,0,2
YevgeniyaMedvedeva,29.0,Russia,2006,2006-02-26,Cross Country Skiing,1,0,1,2
KaterinaNeumannov,32.0,Czech Republic,2006,2006-02-26,Cross Country Skiing,1,1,0,2
PietroPillerCottrer,31.0,Italy,2006,2006-02-26,Cross Country Skiing,1,0,1,2
KristinamigunVhi,28.0,Estonia,2006,2006-02-26,Cross Country Skiing,2,0,0,2
ThomasAlsgaard,30.0,Norway,2002,2002-02-24,Cross Country Skiing,2,0,0,2
ViolaBauer,25.0,Germany,2002,2002-02-24,Cross Country Skiing,1,0,1,2
AnitaMoenGuidon,34.0,Norway,2002,2002-02-24,Cross Country Skiing,0,1,1,2
KaterinaNeumannov,28.0,Czech Republic,2002,2002-02-24,Cross Country Skiing,0,2,0,2
EviSachenbacherStehle,21.0,Germany,2002,2002-02-24,Cross Country Skiing,1,1,0,2
KristenSkjeldal,34.0,Norway,2002,2002-02-24,Cross Country Skiing,1,0,1,2
AndrusVeerpalu,31.0,Estonia,2002,2002-02-24,Cross Country Skiing,1,1,0,2
CristianZorzi,29.0,Italy,2002,2002-02-24,Cross Country Skiing,0,1,1,2
TinaDietze,24.0,Germany,2012,2012-08-12,Canoeing,1,1,0,2
NatasaDouchevJanics,30.0,Hungary,2012,2012-08-12,Canoeing,0,1,1,2
KatalinKovcs,36.0,Hungary,2012,2012-08-12,Canoeing,1,1,0,2
DanutaKozk,25.0,Hungary,2012,2012-08-12,Canoeing,2,0,0,2
InnaOsypenkoRadomska,29.0,Ukraine,2012,2012-08-12,Canoeing,0,2,0,2
FranziskaWeber,23.0,Germany,2012,2012-08-12,Canoeing,1,1,0,2
TimBrabants,31.0,Great Britain,2008,2008-08-24,Canoeing,1,0,1,2
DavidCal,25.0,Spain,2008,2008-08-24,Canoeing,0,2,0,2
NatasaDouchevJanics,26.0,Hungary,2008,2008-08-24,Canoeing,1,1,0,2
ChristianGille,32.0,Germany,2008,2008-08-24,Canoeing,0,1,1,2
KatalinKovcs,32.0,Hungary,2008,2008-08-24,Canoeing,1,1,0,2
VadimMakhnyov,28.0,Belarus,2008,2008-08-24,Canoeing,1,0,1,2
RomanPetrushenko,27.0,Belarus,2008,2008-08-24,Canoeing,1,0,1,2
KatrinWagnerAugustin,30.0,Germany,2008,2008-08-24,Canoeing,1,0,1,2
KenWallace,25.0,Australia,2008,2008-08-24,Canoeing,1,0,1,2
TomaszWylenzek,25.0,Germany,2008,2008-08-24,Canoeing,0,1,1,2
NathanBaggaley,28.0,Australia,2004,2004-08-29,Canoeing,0,2,0,2
DavidCal,21.0,Spain,2004,2004-08-29,Canoeing,1,1,0,2
AndreasDittmer,32.0,Germany,2004,2004-08-29,Canoeing,1,1,0,2
NatasaDouchevJanics,22.0,Hungary,2004,2004-08-29,Canoeing,2,0,0,2
BirgitFischerSchmidt,42.0,Germany,2004,2004-08-29,Canoeing,1,1,0,2
AleksandrKostoglod,30.0,Russia,2004,2004-08-29,Canoeing,0,1,1,2
KatalinKovcs,28.0,Hungary,2004,2004-08-29,Canoeing,1,1,0,2
AleksandrKovalyov,29.0,Russia,2004,2004-08-29,Canoeing,0,1,1,2
EirikVersLarsen,28.0,Norway,2004,2004-08-29,Canoeing,1,0,1,2
CarolinLeonhardt,19.0,Germany,2004,2004-08-29,Canoeing,1,1,0,2
AdamVanKoeverden,22.0,Canada,2004,2004-08-29,Canoeing,1,0,1,2
AndreasDittmer,28.0,Germany,2000,2000-10-01,Canoeing,1,0,1,2
BirgitFischerSchmidt,38.0,Germany,2000,2000-10-01,Canoeing,2,0,0,2
KnutHolmann,32.0,Norway,2000,2000-10-01,Canoeing,2,0,0,2
ZoltnKammerer,22.0,Hungary,2000,2000-10-01,Canoeing,2,0,0,2
KatalinKovcs,24.0,Hungary,2000,2000-10-01,Canoeing,0,2,0,2
PetarMerkov,23.0,Bulgaria,2000,2000-10-01,Canoeing,0,2,0,2
FlorinPopescu,26.0,Romania,2000,2000-10-01,Canoeing,1,0,1,2
MiticaPricop,22.0,Romania,2000,2000-10-01,Canoeing,1,0,1,2
BotondStorcz,25.0,Hungary,2000,2000-10-01,Canoeing,2,0,0,2
SzilviaSzab,21.0,Hungary,2000,2000-10-01,Canoeing,0,2,0,2
KatrinWagnerAugustin,22.0,Germany,2000,2000-10-01,Canoeing,2,0,0,2
KevinKuske,31.0,Germany,2010,2010-02-28,Bobsleigh,1,1,0,2
AndrLange,36.0,Germany,2010,2010-02-28,Bobsleigh,1,1,0,2
MartinAnnen,32.0,Switzerland,2006,2006-02-26,Bobsleigh,0,0,2,2
BeatHefti,28.0,Switzerland,2006,2006-02-26,Bobsleigh,0,0,2,2
KevinKuske,27.0,Germany,2006,2006-02-26,Bobsleigh,2,0,0,2
AndrLange,32.0,Germany,2006,2006-02-26,Bobsleigh,2,0,0,2
OleEinarBjrndalen,36.0,Norway,2010,2010-02-28,Biathlon,1,1,0,2
MarieLaureBrunet,21.0,France,2010,2010-02-28,Biathlon,0,1,1,2
MarieDorin,23.0,France,2010,2010-02-28,Biathlon,0,1,1,2
SimoneHauswald,30.0,Germany,2010,2010-02-28,Biathlon,0,0,2,2
VincentJay,24.0,France,2010,2010-02-28,Biathlon,1,0,1,2
AnastasiaKuzmina,25.0,Slovakia,2010,2010-02-28,Biathlon,1,1,0,2
ChristophSumann,34.0,Austria,2010,2010-02-28,Biathlon,0,2,0,2
YevgenyUstyugov,24.0,Russia,2010,2010-02-28,Biathlon,1,0,1,2
OlgaZaytseva,31.0,Russia,2010,2010-02-28,Biathlon,1,1,0,2
FlorenceBaverelRobert,31.0,France,2006,2006-02-26,Biathlon,1,0,1,2
VincentDefrasne,28.0,France,2006,2006-02-26,Biathlon,1,0,1,2
HalvardHanevold,36.0,Norway,2006,2006-02-26,Biathlon,0,1,1,2
SvetlanaIshmuratova,33.0,Russia,2006,2006-02-26,Biathlon,2,0,0,2
AnnaCarinOlofssonZidek,32.0,Sweden,2006,2006-02-26,Biathlon,1,1,0,2
UschiDisl,31.0,Germany,2002,2002-02-24,Biathlon,1,1,0,2
SvenFischer,30.0,Germany,2002,2002-02-24,Biathlon,0,2,0,2
RiccoGro,31.0,Germany,2002,2002-02-24,Biathlon,0,1,1,2
AndreaHenkel,24.0,Germany,2002,2002-02-24,Biathlon,2,0,0,2
FrankLuck,34.0,Germany,2002,2002-02-24,Biathlon,0,2,0,2
RaphalPoire,27.0,France,2002,2002-02-24,Biathlon,0,1,1,2
OlgaPylyovaMedvedtseva,26.0,Russia,2002,2002-02-24,Biathlon,1,0,1,2
LivGreteSkjelbreidPoire,27.0,Norway,2002,2002-02-24,Biathlon,0,2,0,2
MagdalenaWallinForsberg,34.0,Sweden,2002,2002-02-24,Biathlon,0,0,2,2
ZhaoYunlei,25.0,China,2012,2012-08-12,Badminton,2,0,0,2
LeeHyoJeong,27.0,South Korea,2008,2008-08-24,Badminton,1,1,0,2
YuYang,22.0,China,2008,2008-08-24,Badminton,1,0,1,2
GaoLing,25.0,China,2004,2004-08-29,Badminton,1,1,0,2
GaoLing,21.0,China,2000,2000-10-01,Badminton,1,0,1,2
NataliyaAntyukh,31.0,Russia,2012,2012-08-12,Athletics,1,1,0,2
VeronicaCampbellBrown,30.0,Jamaica,2012,2012-08-12,Athletics,0,1,1,2
VivianCheruiyot,28.0,Kenya,2012,2012-08-12,Athletics,0,1,1,2
WillClaye,21.0,United States,2012,2012-08-12,Athletics,0,1,1,2
TiruneshDibaba,27.0,Ethiopia,2012,2012-08-12,Athletics,1,0,1,2
MoFarah,29.0,Great Britain,2012,2012-08-12,Athletics,2,0,0,2
JustinGatlin,30.0,United States,2012,2012-08-12,Athletics,0,1,1,2
LalondeGordon,23.0,Trinidad and Tobago,2012,2012-08-12,Athletics,0,0,2,2
SanyaRichardsRoss,27.0,United States,2012,2012-08-12,Athletics,2,0,0,2
DeeDeeTrotter,29.0,United States,2012,2012-08-12,Athletics,1,0,1,2
ElvanAbeylegesse,25.0,Turkey,2008,2008-08-24,Athletics,0,2,0,2
KenenisaBekele,26.0,Ethiopia,2008,2008-08-24,Athletics,2,0,0,2
KerronClement,22.0,United States,2008,2008-08-24,Athletics,1,1,0,2
TiruneshDibaba,23.0,Ethiopia,2008,2008-08-24,Athletics,2,0,0,2
WalterDix,22.0,United States,2008,2008-08-24,Athletics,0,0,2,2
AllysonFelix,22.0,United States,2008,2008-08-24,Athletics,1,1,0,2
YuliyaGushchina,25.0,Russia,2008,2008-08-24,Athletics,1,1,0,2
TatyanaLebedeva,32.0,Russia,2008,2008-08-24,Athletics,0,2,0,2
LaShawnMerritt,22.0,United States,2008,2008-08-24,Athletics,2,0,0,2
DavidNeville,24.0,United States,2008,2008-08-24,Athletics,1,0,1,2
SanyaRichardsRoss,23.0,United States,2008,2008-08-24,Athletics,1,0,1,2
KerronStewart,24.0,Jamaica,2008,2008-08-24,Athletics,0,1,1,2
JaredTallent,23.0,Australia,2008,2008-08-24,Athletics,0,1,1,2
AngeloTaylor,29.0,United States,2008,2008-08-24,Athletics,2,0,0,2
RichardThompson,23.0,Trinidad and Tobago,2008,2008-08-24,Athletics,0,2,0,2
JeremyWariner,24.0,United States,2008,2008-08-24,Athletics,1,1,0,2
SherickaWilliams,22.0,Jamaica,2008,2008-08-24,Athletics,0,1,1,2
NataliyaAntyukh,23.0,Russia,2004,2004-08-29,Athletics,0,1,1,2
KenenisaBekele,22.0,Ethiopia,2004,2004-08-29,Athletics,1,1,0,2
DerrickBrew,26.0,United States,2004,2004-08-29,Athletics,1,0,1,2
ShawnCrawford,26.0,United States,2004,2004-08-29,Athletics,1,1,0,2
HichamElGuerrouj,29.0,Morocco,2004,2004-08-29,Athletics,2,0,0,2
MauriceGreene,30.0,United States,2004,2004-08-29,Athletics,0,1,1,2
OtisHarris,22.0,United States,2004,2004-08-29,Athletics,1,1,0,2
KellyHolmes,34.0,Great Britain,2004,2004-08-29,Athletics,2,0,0,2
TatyanaLebedeva,28.0,Russia,2004,2004-08-29,Athletics,1,0,1,2
JeremyWariner,20.0,United States,2004,2004-08-29,Athletics,2,0,0,2
AtoBoldon,26.0,Trinidad and Tobago,2000,2000-10-01,Athletics,0,1,1,2
PaulineDavisThompson,34.0,Bahamas,2000,2000-10-01,Athletics,2,0,0,2
LorraineGraham,27.0,Jamaica,2000,2000-10-01,Athletics,0,2,0,2
MauriceGreene,26.0,United States,2000,2000-10-01,Athletics,2,0,0,2
GregHaughton,26.0,Jamaica,2000,2000-10-01,Athletics,0,1,1,2
DeonHemmings,31.0,Jamaica,2000,2000-10-01,Athletics,0,2,0,2
RobertKorzeniowski,32.0,Poland,2000,2000-10-01,Athletics,2,0,0,2
TaynaLawrence,25.0,Jamaica,2000,2000-10-01,Athletics,0,2,0,2
BeverlyMcDonald,30.0,Jamaica,2000,2000-10-01,Athletics,0,1,1,2
MerleneOtteyPage,40.0,Jamaica,2000,2000-10-01,Athletics,0,1,1,2
IrinaPrivalova,31.0,Russia,2000,2000-10-01,Athletics,1,0,1,2
GabrielaSzabo,24.0,Romania,2000,2000-10-01,Athletics,1,0,1,2
GeteWami,25.0,Ethiopia,2000,2000-10-01,Athletics,0,1,1,2
ElisabethGrgl,28.0,Austria,2010,2010-02-28,Alpine Skiing,0,0,2,2
LindseyKildowVonn,25.0,United States,2010,2010-02-28,Alpine Skiing,1,0,1,2
IvicaKostelic,30.0,Croatia,2010,2010-02-28,Alpine Skiing,0,2,0,2
JuliaMancuso,25.0,United States,2010,2010-02-28,Alpine Skiing,0,2,0,2
TinaMaze,26.0,Slovenia,2010,2010-02-28,Alpine Skiing,0,2,0,2
MariaRiesch,25.0,Germany,2010,2010-02-28,Alpine Skiing,2,0,0,2
MichaelaDorfmeister,32.0,Austria,2006,2006-02-26,Alpine Skiing,2,0,0,2
JanicaKostelic,24.0,Croatia,2006,2006-02-26,Alpine Skiing,1,1,0,2
HermannMaier,33.0,Austria,2006,2006-02-26,Alpine Skiing,0,1,1,2
BenjaminRaich,27.0,Austria,2006,2006-02-26,Alpine Skiing,2,0,0,2
